"仪器信息控制器"
"设备名称","LiquiSonic Lab"
"编号",36916
"固件版本 V110.",40.354

"仪器信息传感器"
"固件版本 V210.",10.169
"编号",50627
"错误号",0x11030000

"温度T1",20.249
"温度T2",20.194

"产品名称","氯化钾在水中"
"数据组号","38.005"



日期和时间 ,浓度                 - 传感器 1 (50627),第二物理量 - 传感器 1 (50627),温度 - 传感器 1 (50627),声速 - 传感器 1 (50627),错误号 - 传感器 1 (50627),温度T1 - 传感器 1 (50627),温度T2 - 传感器 1 (50627),渡越时间 - 传感器 1 (50627),标准方差 - 传感器 1 (50627),dv/dt - 传感器 1 (50627),dT/dt - 传感器 1 (50627),Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,
2025-01-09 15:22:58,11.73,0.00,20.23,1569.41,0x00000000,20.242,20.209,7146.8,0.411,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:23:28,11.73,0.00,20.23,1569.36,0x00000000,20.245,20.210,7147.0,0.507,-0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:23:58,11.73,0.00,20.23,1569.39,0x00000000,20.244,20.212,7146.9,0.403,-0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:24:28,11.73,0.00,20.24,1569.39,0x00000000,20.248,20.215,7146.9,0.436,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:24:58,11.73,0.00,20.24,1569.43,0x00000000,20.248,20.216,7146.7,0.423,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:25:28,11.73,0.00,20.24,1569.44,0x00000000,20.248,20.217,7146.7,0.389,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:25:58,11.73,0.00,20.24,1569.40,0x00000000,20.250,20.219,7146.9,0.501,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:26:28,11.73,0.00,20.24,1569.41,0x00000000,20.251,20.220,7146.8,0.513,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:26:58,11.73,0.00,20.24,1569.43,0x00000000,20.253,20.222,7146.8,0.470,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:27:28,11.73,0.00,20.24,1569.44,0x00000000,20.256,20.224,7146.7,0.351,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:27:58,11.73,0.00,20.25,1569.43,0x00000000,20.258,20.225,7146.8,0.616,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:28:28,11.73,0.00,20.25,1569.44,0x00000000,20.259,20.226,7146.7,0.431,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:28:58,11.73,0.00,20.25,1569.49,0x00000000,20.262,20.231,7146.5,0.586,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:29:28,11.73,0.00,20.25,1569.44,0x00000000,20.263,20.231,7146.7,0.397,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:29:58,11.73,0.00,20.25,1569.46,0x00000000,20.265,20.234,7146.7,0.397,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:30:28,11.73,0.00,20.25,1569.48,0x00000000,20.267,20.236,7146.6,0.415,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:30:58,11.73,0.00,20.26,1569.44,0x00000000,20.269,20.236,7146.7,0.420,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:31:28,11.73,0.00,20.26,1569.50,0x00000000,20.269,20.237,7146.5,0.414,1.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:31:58,11.73,0.00,20.26,1569.46,0x00000000,20.275,20.241,7146.7,0.428,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:32:28,11.73,0.00,20.26,1569.49,0x00000000,20.273,20.241,7146.6,0.442,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:32:58,11.73,0.00,20.26,1569.46,0x00000000,20.274,20.244,7146.7,0.481,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:33:28,11.73,0.00,20.26,1569.45,0x00000000,20.277,20.248,7146.7,0.403,-0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:33:58,11.73,0.00,20.27,1569.51,0x00000000,20.279,20.248,7146.5,0.522,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:34:28,11.73,0.00,20.27,1569.47,0x00000000,20.280,20.251,7146.6,0.421,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:34:58,11.73,0.00,20.27,1569.47,0x00000000,20.281,20.249,7146.6,0.417,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:35:28,11.73,0.00,20.27,1569.49,0x00000000,20.285,20.253,7146.6,0.351,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:35:58,11.73,0.00,20.28,1569.51,0x00000000,20.287,20.254,7146.5,0.479,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:36:28,11.73,0.00,20.28,1569.50,0x00000000,20.288,20.256,7146.5,0.368,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:36:58,11.73,0.00,20.28,1569.48,0x00000000,20.289,20.258,7146.6,0.494,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:37:28,11.73,0.00,20.28,1569.51,0x00000000,20.293,20.260,7146.5,0.482,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:37:58,11.73,0.00,20.28,1569.52,0x00000000,20.293,20.263,7146.4,0.491,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:38:28,11.73,0.00,20.28,1569.48,0x00000000,20.296,20.264,7146.6,0.460,-0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:38:58,11.73,0.00,20.28,1569.54,0x00000000,20.296,20.263,7146.4,0.467,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:39:28,11.73,0.00,20.29,1569.52,0x00000000,20.298,20.267,7146.4,0.501,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:39:58,11.73,0.00,20.29,1569.53,0x00000000,20.300,20.268,7146.4,0.449,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:40:28,11.73,0.00,20.29,1569.55,0x00000000,20.301,20.271,7146.3,0.436,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:40:58,11.73,0.00,20.29,1569.57,0x00000000,20.303,20.273,7146.3,0.484,1.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:41:28,11.73,0.00,20.29,1569.56,0x00000000,20.304,20.275,7146.3,0.479,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:41:58,11.73,0.00,20.29,1569.52,0x00000000,20.307,20.275,7146.4,0.472,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:42:28,11.73,0.00,20.30,1569.53,0x00000000,20.308,20.277,7146.4,0.484,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:42:58,11.73,0.00,20.30,1569.60,0x00000000,20.312,20.280,7146.2,0.297,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:43:28,11.73,0.00,20.30,1569.55,0x00000000,20.311,20.281,7146.3,0.414,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:43:58,11.73,0.00,20.30,1569.59,0x00000000,20.311,20.281,7146.2,0.500,1.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:44:28,11.73,0.00,20.30,1569.51,0x00000000,20.313,20.283,7146.5,0.443,-1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:44:58,11.73,0.00,20.31,1569.57,0x00000000,20.318,20.287,7146.3,0.514,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:45:28,11.73,0.00,20.31,1569.55,0x00000000,20.318,20.288,7146.3,0.458,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:45:58,11.73,0.00,20.31,1569.53,0x00000000,20.318,20.288,7146.4,0.383,-0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:46:28,11.73,0.00,20.31,1569.58,0x00000000,20.323,20.292,7146.2,0.358,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:46:58,11.73,0.00,20.31,1569.55,0x00000000,20.326,20.293,7146.3,0.420,-0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:47:28,11.73,0.00,20.32,1569.56,0x00000000,20.327,20.295,7146.3,0.455,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:47:58,11.73,0.00,20.31,1569.55,0x00000000,20.327,20.298,7146.3,0.487,-0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:48:28,11.73,0.00,20.32,1569.60,0x00000000,20.330,20.298,7146.1,0.451,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:48:58,11.73,0.00,20.32,1569.60,0x00000000,20.331,20.299,7146.2,0.446,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:49:28,11.73,0.00,20.32,1569.56,0x00000000,20.333,20.304,7146.3,0.447,-0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:49:58,11.73,0.00,20.32,1569.59,0x00000000,20.335,20.305,7146.2,0.511,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:50:28,11.73,0.00,20.33,1569.62,0x00000000,20.338,20.307,7146.1,0.386,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:50:58,11.73,0.00,20.33,1569.60,0x00000000,20.339,20.308,7146.2,0.464,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:51:28,11.73,0.00,20.33,1569.59,0x00000000,20.341,20.308,7146.2,0.504,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:51:58,11.73,0.00,20.33,1569.64,0x00000000,20.343,20.311,7146.0,0.554,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:52:28,11.73,0.00,20.33,1569.62,0x00000000,20.343,20.311,7146.1,0.495,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:52:58,11.73,0.00,20.33,1569.64,0x00000000,20.346,20.315,7146.0,0.407,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:53:28,11.73,0.00,20.33,1569.62,0x00000000,20.347,20.316,7146.1,0.432,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:53:58,11.73,0.00,20.34,1569.67,0x00000000,20.348,20.319,7145.9,0.482,1.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:54:28,11.73,0.00,20.34,1569.64,0x00000000,20.351,20.320,7146.0,0.487,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:54:58,11.73,0.00,20.34,1569.64,0x00000000,20.353,20.321,7146.0,0.493,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:55:28,11.73,0.00,20.34,1569.68,0x00000000,20.356,20.323,7145.9,0.495,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:55:58,11.73,0.00,20.35,1569.66,0x00000000,20.359,20.326,7145.9,0.558,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:56:28,11.73,0.00,20.35,1569.67,0x00000000,20.361,20.327,7145.9,0.498,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:56:58,11.73,0.00,20.35,1569.63,0x00000000,20.359,20.329,7146.1,0.445,-0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:57:28,11.73,0.00,20.35,1569.66,0x00000000,20.361,20.329,7145.9,0.368,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:57:58,11.73,0.00,20.35,1569.70,0x00000000,20.361,20.331,7145.8,0.426,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:58:28,11.73,0.00,20.35,1569.69,0x00000000,20.364,20.334,7145.8,0.450,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:58:58,11.73,0.00,20.36,1569.70,0x00000000,20.367,20.335,7145.8,0.439,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:59:28,11.73,0.00,20.35,1569.67,0x00000000,20.367,20.337,7145.9,0.365,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 15:59:58,11.73,0.00,20.36,1569.63,0x00000000,20.369,20.339,7146.0,0.403,-1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:00:28,11.73,0.00,20.36,1569.68,0x00000000,20.373,20.342,7145.8,0.399,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:00:58,11.73,0.00,20.37,1569.73,0x00000000,20.378,20.344,7145.7,0.360,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:01:28,11.73,0.00,20.36,1569.70,0x00000000,20.374,20.343,7145.8,0.529,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:01:58,11.73,0.00,20.36,1569.66,0x00000000,20.376,20.344,7146.0,0.405,-0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:02:28,11.73,0.00,20.36,1569.70,0x00000000,20.376,20.347,7145.8,0.348,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:02:58,11.73,0.00,20.37,1569.73,0x00000000,20.380,20.349,7145.7,0.417,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:03:28,11.73,0.00,20.37,1569.73,0x00000000,20.383,20.350,7145.7,0.390,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:03:58,11.73,0.00,20.37,1569.72,0x00000000,20.382,20.352,7145.7,0.441,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:04:28,11.73,0.00,20.37,1569.75,0x00000000,20.386,20.354,7145.6,0.466,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:04:58,11.73,0.00,20.37,1569.74,0x00000000,20.385,20.356,7145.6,0.462,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:05:28,11.73,0.00,20.38,1569.75,0x00000000,20.388,20.356,7145.6,0.364,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:05:58,11.73,0.00,20.38,1569.72,0x00000000,20.391,20.360,7145.7,0.465,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:06:28,11.73,0.00,20.38,1569.70,0x00000000,20.393,20.361,7145.8,0.446,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:06:58,11.73,0.00,20.38,1569.69,0x00000000,20.394,20.363,7145.8,0.370,-0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:07:28,11.73,0.00,20.38,1569.72,0x00000000,20.395,20.365,7145.7,0.368,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:07:58,11.73,0.00,20.39,1569.75,0x00000000,20.399,20.366,7145.6,0.443,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:08:28,11.73,0.00,20.39,1569.74,0x00000000,20.401,20.370,7145.6,0.553,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:08:58,11.73,0.00,20.39,1569.77,0x00000000,20.400,20.370,7145.5,0.456,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:09:28,11.73,0.00,20.39,1569.77,0x00000000,20.404,20.373,7145.5,0.330,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:09:58,11.73,0.00,20.39,1569.74,0x00000000,20.401,20.373,7145.7,0.426,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:10:28,11.73,0.00,20.40,1569.73,0x00000000,20.407,20.376,7145.7,0.469,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:10:58,11.73,0.00,20.39,1569.76,0x00000000,20.406,20.378,7145.6,0.473,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:11:28,11.73,0.00,20.40,1569.80,0x00000000,20.407,20.374,7145.4,0.480,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:11:58,11.73,0.00,20.40,1569.80,0x00000000,20.413,20.380,7145.4,0.469,1.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:12:28,11.73,0.00,20.40,1569.79,0x00000000,20.413,20.382,7145.5,0.517,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:12:58,11.73,0.00,20.40,1569.78,0x00000000,20.413,20.382,7145.5,0.508,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:13:28,11.73,0.00,20.40,1569.79,0x00000000,20.414,20.386,7145.5,0.387,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:13:58,11.73,0.00,20.40,1569.79,0x00000000,20.414,20.386,7145.5,0.547,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:14:28,11.73,0.00,20.41,1569.80,0x00000000,20.418,20.389,7145.4,0.502,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:14:58,11.73,0.00,20.41,1569.80,0x00000000,20.421,20.392,7145.4,0.495,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:15:28,11.73,0.00,20.41,1569.81,0x00000000,20.421,20.392,7145.4,0.499,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:15:58,11.73,0.00,20.41,1569.78,0x00000000,20.423,20.394,7145.5,0.450,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:16:28,11.73,0.00,20.41,1569.81,0x00000000,20.424,20.395,7145.4,0.462,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:16:58,11.73,0.00,20.41,1569.81,0x00000000,20.426,20.398,7145.4,0.482,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:17:28,11.73,0.00,20.42,1569.80,0x00000000,20.429,20.400,7145.5,0.481,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:17:58,11.73,0.00,20.42,1569.80,0x00000000,20.432,20.400,7145.5,0.440,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:18:28,11.73,0.00,20.42,1569.85,0x00000000,20.432,20.402,7145.2,0.409,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:18:58,11.73,0.00,20.42,1569.84,0x00000000,20.436,20.406,7145.3,0.377,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:19:28,11.73,0.00,20.42,1569.83,0x00000000,20.436,20.404,7145.3,0.386,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:19:58,11.73,0.00,20.43,1569.80,0x00000000,20.438,20.407,7145.4,0.457,-0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09 16:20:28,11.73,0.00,20.43,1569.85,0x00000000,20.439,20.409,7145.3,0.447,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
